System,River,ReturnYear,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4
Bristol Bay,Nushagak,1988,1090076.23,0,85590.51,218564.41,111519.9,0,0,46770.54,543194.45,71345.33,0,0,5890.14,6628.19,572.76,0,0,0,0
Bristol Bay,Nushagak,1989,1190738.06,0,94281.42,533284.56,26533.24,0,0,63478.1,432522.59,17209.83,0,0,3961.82,19466.5,0,0,0,0,0
Bristol Bay,Nushagak,1990,1804526.26,0,174614.99,803990.21,63475.49,0,0,98020.45,638819.13,20857.68,0,0,2858.4,1889.91,0,0,0,0,0
Bristol Bay,Nushagak,1991,1628966.63,0,53519.95,667893.3,54040.47,0,0,32993.82,791155.34,18463.51,0,0,0,10900.24,0,0,0,0,0
Bristol Bay,Nushagak,1992,1888874.17,0,87497.34,450950.25,217691.06,0,0,206199.49,660534.69,200173.73,0,0,15735.16,50092.46,0,0,0,0,0
Bristol Bay,Nushagak,1993,2580049.13,0,108080.06,463980.44,110429.81,0,0,105904.23,1651453.31,122521.51,0,0,5343.43,11516.82,819.52,0,0,0,0
Bristol Bay,Nushagak,1994,1436463.3,0,13533.58,588589.89,19981.37,0,400.64,37828.36,693606.14,72228.53,0,0,1126.02,7213.86,1954.93,0,0,0,0
Bristol Bay,Nushagak,1995,810994.89,0,102933.04,138115.69,113334.83,0,0,124515.36,292042.14,22474.68,0,188.8,13238.5,3919.95,0,0,231.9,0,0
Bristol Bay,Nushagak,1996,1623168.66,0,41500.76,340637.76,4627.14,0,0,130535.07,1073214.74,8432.67,0,0,2430.01,21790.51,0,0,0,0,0
Bristol Bay,Nushagak,1997,817646.87,0,1503.92,49450.26,1046.62,0,207.11,48386.28,567660.16,124084.29,0,0,9026.61,10371.38,5910.24,0,0,0,0
Bristol Bay,Nushagak,1998,991559.92,0,2075.99,28616.33,0,0,563.01,70182.16,828614.68,56241.89,0,0,772.89,4492.95,0,0,0,0,0
Bristol Bay,Nushagak,1999,451807.05,0,0,0,0,0,0,62890.76,277738.13,102421.8,0,0,5624.84,3131.51,0,0,0,0,0
Bristol Bay,Nushagak,2000,1344618.3,0,0,0,0,0,0,363788.39,925448.82,7773.98,0,0,13338.38,34268.72,0,0,0,0,0
Bristol Bay,Nushagak,2001,2093784.91,0,0,0,0,0,0,37572.19,1857241.29,186961.54,0,0,4811.36,7198.54,0,0,0,0,0
Bristol Bay,Nushagak,2002,691785.04,0,0,0,0,0,0,154933.59,423104.91,99273.38,0,0,4075.15,10398.02,0,0,0,0,0
Bristol Bay,Nushagak,2003,2409659.77,0,0,0,0,0,0,88030.57,2237868.86,27111.87,0,0,7352.3,49296.17,0,0,0,0,0
Bristol Bay,Nushagak,2004,2062487.12,0,0,0,0,0,0,240487.49,1540416.42,207962.96,3141.63,0,13097.99,57380.63,0,0,0,0,0
Bristol Bay,Nushagak,2005,3672976.3,0,0,0,0,0,0,256405.38,3299219.83,77948.24,0,0,5166.52,34236.33,0,0,0,0,0
Bristol Bay,Nushagak,2006,2731826.27,0,7788.32,31274.84,6241.05,0,0,179949.04,2113325.09,374845.07,0,0,4763.34,13639.52,0,0,0,0,0
Bristol Bay,Nushagak,2007,2469463.11,0,0,0,0,0,0,388618.2,1763507.72,257535.39,1084.21,0,30293.1,24209.89,4214.6,0,0,0,0
Bristol Bay,Nushagak,2008,1909482.51,0,5026.93,66769.18,18960.8,0,2409.38,194650.12,1543092.12,68339.57,363.37,0,0,9871.03,0,0,0,0,0
Bristol Bay,Nushagak,2009,2077745.77,0,0,0,0,0,0,359162.59,1474123.86,216438.59,0,0,5760.26,22260.46,0,0,0,0,0
Bristol Bay,Nushagak,2010,1206250.66,0,4695.94,7279.43,9543.3,0,1034.02,104739.85,975338.2,79377.86,0,0,8747.68,15494.38,0,0,0,0,0
Bristol Bay,Nushagak,2011,1167743.48,0,0,53636.49,1441.07,0,1273.5,30883.24,1017213.65,37100.34,0,0,5282.21,20912.98,0,0,0,0,0
Bristol Bay,Nushagak,2012,1038209.04,0,997.79,10879.25,9824.97,0,627.4,163624.6,750618.31,94243.83,0,0,0,7392.9,0,0,0,0,0
Bristol Bay,Nushagak,2013,2010208.72,0,0,11309.44,0,0,0,97921.87,1834715.03,54932.9,0,0,4819.45,6510.04,0,0,0,0,0
Bristol Bay,Nushagak,2014,1510848.7,0,0,4535.1,3410.25,0,0,203130.3,1140499.82,142272.26,0,0,4715.28,12285.69,0,0,0,0,0
Bristol Bay,Nushagak,2015,2475860.2,0,0,18243.75,0,0,0,206783.84,2223040.27,25691.45,0,0,2100.88,0,0,0,0,0,0
Bristol Bay,Nushagak,2016,2575667.31,0,0,9.1,0,0,5632.11,486257.72,2060681.75,16030,0,0,3339.27,3717.37,0,0,0,0,0
Bristol Bay,Nushagak,2017,8199368.38,0,0,0,0,0,12587.68,3586570.85,4407859.52,103137.54,0,0,52482.21,36730.58,0,0,0,0,0
Bristol Bay,Nushagak,2018,9602178.93,0,0,0,0,0,10214.17,1124540.62,8286002.14,70631.02,0,0,13701.71,97089.27,0,0,0,0,0
Bristol Bay,Nushagak,2019,4306596.07,0,0,0,0,0,7129.23,504879.85,3630434.38,38717.89,0,30.89,65786.95,59616.89,0,0,0,0,0
Bristol Bay,Nushagak,2020,3625516.9,0,0,0,0,0,6001.99,1701541.75,1871659.88,23052.63,0,0,9783.42,13477.24,0,0,0,0,0
Bristol Bay,Nushagak,2021,15073788.64,0,0,0,0,0,4749.09,8584678.54,6222453.52,38872.3,0,0,179594.78,34035.75,9404.65,0,0,0,0
Bristol Bay,Nushagak,2022,16333545.25,0,0,1691.57,0,0,2781.58,1676444.68,14079471.93,111158.79,0,0,366809.94,95186.76,0,0,0,0,0
Bristol Bay,Nushagak,2023,5448620.1,0,0,0,0,0,14671.21,297019.89,4660214.28,112653.64,0,1311.63,49533.09,309663.88,3552.48,0,0,0,0
Bristol Bay,Nushagak,2024,5629034.75,0,0,0,0,0,7082.97,4400723.23,1031403.98,96006.83,0,782.27,46113.84,42723.23,4198.39,0,0,0,0
Bristol Bay,Nushagak,2025,11352727.31,0,0,0,0,0,2605.85,4897265.64,6171252.82,13635.1,0,0,197600.2,70367.7,0,0,0,0,0
Bristol Bay,Ugashik,1963,679649.32,0,0,0,0,0,867.02,27692.25,165551.59,996.99,0,3694.46,440004.05,40842.96,0,0,0,0,0
Bristol Bay,Ugashik,1964,1305818.32,0,0,0,0,0,67.68,937285.51,60776.59,0,0,5926.19,248741.34,53021,0,0,0,0,0
Bristol Bay,Ugashik,1965,2884254.35,0,0,10770.48,0,0,240.73,329872.16,391311.61,649.07,0,1262.44,1997877.26,152270.61,0,0,0,0,0
Bristol Bay,Ugashik,1966,1373739.28,0,0,699.08,0,0,0,77486.94,484228.91,961.84,0,754.1,273290,531779.58,0,0,1451.85,3086.99,0
Bristol Bay,Ugashik,1967,440092.8,0,0,0,0,0,133.66,10883.55,149927.91,1165.81,0,48.9,158144.04,119788.93,0,0,0,0,0
Bristol Bay,Ugashik,1968,149356.42,0,0,102.23,0,0,0,18937.86,21607.73,79.32,0,10590.24,77496.91,20233.06,266.34,0,0,42.72,0
Bristol Bay,Ugashik,1969,301894.3,0,373.24,0,0,0,100.58,47512.09,8226.24,2125.79,0,2815.21,220162.91,20578.24,0,0,0,0,0
Bristol Bay,Ugashik,1970,1052934.46,0,0,406.76,0,0,0,772415.78,51187.14,0,0,0,212639.58,16285.2,0,0,0,0,0
Bristol Bay,Ugashik,1971,1774596.39,0,0,0,117.07,0,0,98165.59,1554968.79,549.04,0,0,42250.34,76457.56,0,0,1793.84,294.16,0
Bristol Bay,Ugashik,1972,131748.18,0,0,0,0,0,111.07,16984.71,54843.66,228.38,0,0,42253.96,17326.41,0,0,0,0,0
Bristol Bay,Ugashik,1973,63411.41,0,0,0,0,0,0,4547.9,10063.27,0,0,319.26,13507.69,34931.51,0,0,41.79,0,0
Bristol Bay,Ugashik,1974,66751.58,0,0,0,0,0,0,3708.87,5660.77,0,0,205.93,52667.53,4394.11,114.37,0,0,0,0
Bristol Bay,Ugashik,1975,525564.69,0,0,0,0,0,0,193375.63,2799.24,0,0,0,303315.55,24457.55,138.01,0,1478.72,0,0
Bristol Bay,Ugashik,1976,618700.62,0,0,0,0,0,0,0,0,0,0,0,573772.56,0,0,0,44928.06,0,0
Bristol Bay,Ugashik,1977,429697.41,0,0,4466.56,0,0,0,26044.95,87270.63,0,0,0,145198.45,165880.31,0,0,85.11,751.41,0
Bristol Bay,Ugashik,1978,97115.02,0,0,0,0,0,1087.6,9986.43,6764.36,0,0,14009.6,21376.57,39457.83,1722.91,0,1743.94,965.79,0
Bristol Bay,Ugashik,1979,2286731.62,0,1672.09,0,0,0,0,1565298.95,8384.86,322.46,0,5168.96,660051.92,37293.97,0,0,6039.36,2499.06,0
Bristol Bay,Ugashik,1980,4642573.24,0,0,0,0,0,792.36,2328526.87,578240.21,0,0,61271.85,1608268.16,65473.78,0,0,0,0,0
Bristol Bay,Ugashik,1981,4078237.48,0,0,11007.96,0,0,0,642642.93,1705027.68,0,0,0,1352579.36,365466.28,0,0,1513.28,0,0
Bristol Bay,Ugashik,1982,2682649.73,0,0,7169.65,0,0,22988.41,245523.69,1822598,8659.85,0,3163.41,230132.82,341623.69,790.21,0,0,0,0
Bristol Bay,Ugashik,1983,4148448.42,0,0,0,0,0,1117.26,3310049.21,336577.38,5812.77,0,10427.29,343911.62,138885.49,0,0,0,1667.4,0
Bristol Bay,Ugashik,1984,4166991.72,0,240.63,5235.63,0,0,861.93,1405682.33,786899.52,4513.36,0,35830.19,1672860.7,253588.77,1278.65,0,0,0,0
Bristol Bay,Ugashik,1985,7940798.2,0,0,4923.25,0,0,4612.33,1742861.18,2168627.53,23148.85,0,6623.38,3340398.47,649603.19,0,0,0,0,0
Bristol Bay,Ugashik,1986,6727273.7,0,0,4885.74,0,0,0,325144.67,3026320.34,14429.14,0,266.24,2261030.86,1090175.9,4902.93,0,117.87,0,0
Bristol Bay,Ugashik,1987,2910012.71,271.19,1456.03,11993.46,1155.87,0,74.22,733502.96,680800.95,3536.13,0,3616.5,543094.92,929012.02,1322.21,0,176.25,0,0
Bristol Bay,Ugashik,1988,2155143.21,0,1889.86,9752.75,727.95,0,445.95,479102.58,252201.24,8557.77,0,50457.48,562361.89,788805.73,840.02,0,0,0,0
Bristol Bay,Ugashik,1989,5363340.07,0,5097.52,8788.16,0,0,555.39,646743.35,605094.48,2965.72,0,1021.61,3868563.23,221167.2,2660.54,0,682.87,0,0
Bristol Bay,Ugashik,1990,2712617.44,0,5014.25,48370.47,0,0,97.28,459249.6,807793.19,12415.95,0,791.25,878253.71,500631.75,0,0,0,0,0
Bristol Bay,Ugashik,1991,5959036.39,0,568.65,7801.4,46.7,0,1791.93,856333.74,2678328.79,2117.01,0,11200.66,1927859.19,470702.98,0,0,0,2285.34,0
Bristol Bay,Ugashik,1992,6341238.57,0,3611.66,7709.13,0,0,5841.08,470687.77,1811306.19,77767.81,0,33263.38,1998210.96,1925221.38,5839.1,0,1780.11,0,0
Bristol Bay,Ugashik,1993,6216697.59,0,0,8149.22,0,0,973.07,928149.84,795903.37,13745.07,0,13862.7,2017208.91,2421156.59,17548.83,0,0,0,0
Bristol Bay,Ugashik,1994,5569971.24,0,442.53,10683.01,0,0,6843.17,374219.71,407113.5,19276.39,0,12550.98,2510466.39,2182844.24,39039.4,0,6050.57,441.35,0
Bristol Bay,Ugashik,1995,5912958,0,4731.04,263.63,1406.93,0,6376.27,2063055.64,787820.69,10738.14,0,420.43,2004494.79,1024308.94,1267.13,0,0,8074.37,0
Bristol Bay,Ugashik,1996,5370652.68,0,1082.1,59370.4,0,0,1969.61,322825.19,3857991.31,2495.32,0,9211.46,452473.69,662361.37,872.23,0,0,0,0
Bristol Bay,Ugashik,1997,2508751.35,0,0.01,2503.05,1048.18,0,19397.44,408126.14,839604.93,19159.94,0,5033.35,935883.71,276441.97,1552.63,0,0,0,0
Bristol Bay,Ugashik,1998,1892274.62,0,2857.13,1013.08,0,0,10260.69,260832.75,391217.23,690.72,0,7829.85,273290.2,940447.82,3835.14,0,0,0,0
Bristol Bay,Ugashik,1999,5223880.81,0,0,0,0,0,0,3803140.4,521899.93,29347.03,0,0,596048.48,244593.85,27506.53,0,0,1344.58,0
Bristol Bay,Ugashik,2000,2300098.29,0,0,0,0.1,0,0,260683.56,1732034.86,8349.85,0,0,130226.11,168386.81,0,0,0,417,0
Bristol Bay,Ugashik,2001,1467574.96,0,0,0.47,0,0,1237.27,283827.95,1050833.3,31423.72,96.84,2867.17,31801.3,63023.64,2367.32,0,0,95.95,0
Bristol Bay,Ugashik,2002,2499048.61,0,0.09,0,0,0,3670.88,179053.3,647818.2,1054.8,0,21.42,1657638.04,9008.43,783.04,0,0.32,0.09,0
Bristol Bay,Ugashik,2003,2540239.79,0,0,0,0,0,2248.78,1255075.28,302211.31,11946.13,140.21,24647.6,524716.21,418907.63,345.03,0,1.6,0,0
Bristol Bay,Ugashik,2004,4202828.26,0,0,0.11,0,0,628.9,1866357.04,907859.27,4401.68,0,397.44,1185602.64,235000.59,2115.71,0,464.82,0,0.05
Bristol Bay,Ugashik,2005,3090001.95,0,0,0.13,0,0,7745.02,399297.91,2342567.07,4844.4,0,2009.41,44273.56,289264.45,0,0,0,0,0
Bristol Bay,Ugashik,2006,3779176.13,0,17203.58,7693.05,409.66,0,10937.7,2071288.97,1437912.09,25205.9,0,241.89,130860.81,74227.32,3194.14,0,0.62,0.39,0
Bristol Bay,Ugashik,2007,7399703.25,0,0,0,0,0,12626.77,4701777.63,2167492.85,52169.79,0,0,305593.96,160042.24,0,0,0,0,0
Bristol Bay,Ugashik,2008,2930788.3,0,0,521.53,753.25,0,650.13,1319887.08,1532813.3,13088.69,346.94,372.98,35668.24,26175.84,502.17,0,8.15,0,0
Bristol Bay,Ugashik,2009,3851254.22,0,0,0,0,0,66930.38,876221.3,1594092.32,12796.73,0,1956.52,1238125.8,61131.17,0,0,0,0,0
Bristol Bay,Ugashik,2010,4988743.5,0,0,2987.3,930.9,0,41842.78,1066919.6,2314050.32,2920.87,0,21808.01,1174215.22,363068.51,0,0,0,0,0
Bristol Bay,Ugashik,2011,4203387.33,0,0,0,354,0,7974.25,1274646.03,1077435.77,6211.6,0,13504.98,935099.17,887536.05,0,0,625.48,0,0
Bristol Bay,Ugashik,2012,2922090.79,0,0,2817.64,0,0,8826.12,1047221.51,930354.8,7477.06,0,1655.56,697799.66,223237.85,2700.1,0,0.5,0,0
Bristol Bay,Ugashik,2013,2634359.7,0,0,0,1716.41,0,10045.27,376289.51,1729138.02,1857.67,0,2519.25,332241.25,180552.26,0,0,0,0.06,0
Bristol Bay,Ugashik,2014,1154655.59,0,949.28,1095.69,0,0,64066.54,579294.2,317253.46,798.4,0,6942.27,144373.05,39882.25,0.44,0,0,0,0
Bristol Bay,Ugashik,2015,4248857.79,0,0,0,0,0,104687.36,2738466.36,790143.79,19.09,0,41288.33,441781.2,132471.64,0,0,0.03,0,0
Bristol Bay,Ugashik,2016,7192817.5,0,0,0,0,0,29906.3,3480574,2087481.78,0,0,5117.04,1304626.36,283973.01,0,0,0,1139.02,0
Bristol Bay,Ugashik,2017,6672737.54,0,0,0,0,0,70409.78,3860506.65,1582990.74,8425.06,0,978.05,653764.07,495528.2,0,0,132.54,2.45,0
Bristol Bay,Ugashik,2018,4770222.76,0,0,0,0,0,13553.78,2596182.36,2008451.04,6249.24,306.46,0.07,56487.63,84332.12,4394.6,0,0,265.47,0
Bristol Bay,Ugashik,2019,3604963.05,0,0,0,0,0,53838.48,1880555.73,1576519.5,2521.96,0,6553.66,53209.32,31764.35,0,0,0,0.04,0
Bristol Bay,Ugashik,2020,5078613.98,0,0,0,0,0,103761.77,3018962.97,1598528.32,1571.93,0,5883.32,321079.83,28825.83,0,0,0,0,0
Bristol Bay,Ugashik,2021,10860143.5,0,0,0,0,0,20784.87,6695358.77,2971244.67,1.37,0,3330.47,844961.11,324454.85,7.38,0,0,0,0
Bristol Bay,Ugashik,2022,7531752.09,0,0,0,0,0,7524.9,1171770.13,5562445.3,5326.92,0,2901.24,527078.43,254679.49,0,0,25.69,0,0
Bristol Bay,Ugashik,2023,4378218.57,0,0,0,0,0,170457.91,392624.76,2366944.16,33362.05,0,11832.58,408380.61,994615.01,0,0,1.48,0,0
Bristol Bay,Ugashik,2024,7955574.47,0,0,0,0,0,21669.91,6205992.35,632686.79,67.17,0,9706.3,468629.15,615312.13,1510.67,0,0,0,0
Bristol Bay,Ugashik,2025,5583635.68,0,0,0,0,0,29444.05,2401929.96,2592130.42,5362.18,0,6089.1,450715.57,95330.52,2493.45,0,0,0,0
Bristol Bay,Wood,1963,1597997.27,0,0,0,0,0,5684.05,907851.78,451855.84,0,0,15165.69,172394.87,45045.04,0,0,0,0,0
Bristol Bay,Wood,1964,2413804.48,0,147.9,262.65,238.89,0,0,1610957.72,458540.11,0,0,69.11,316785.13,26802.98,0,0,0,0,0
Bristol Bay,Wood,1965,1302507.09,0,850.54,2736.33,0,0,1738.65,218861.03,942241,0,0,0,96536.34,39543.2,0,0,0,0,0
Bristol Bay,Wood,1966,2500620.89,0,0,0,0,0,0,970914.65,1422998.09,4276.7,0,95.31,13439.74,88896.4,0,0,0,0,0
Bristol Bay,Wood,1967,1150410.21,0,0,0,503.64,0,116.58,591145.5,422690.03,871.1,0,658.88,109138.19,25286.29,0,0,0,0,0
Bristol Bay,Wood,1968,1547964.89,0,2071.23,5166.73,0,0,594.9,492966.16,947040.95,4123.81,0,909.89,53834.9,40572.32,684.01,0,0,0,0
Bristol Bay,Wood,1969,1351285.17,0,0,2099.58,0,0,5583.58,597032,320745.7,0,0,133.75,386106.39,39341.3,0,0,0,242.87,0
Bristol Bay,Wood,1970,2238536.85,0,0,0,0,0,1499.12,959032.29,1024258.46,0,0,222.95,171818.56,80891.32,814.16,0,0,0,0
Bristol Bay,Wood,1971,2063662.46,0,0,7435.37,0,0,909.08,575431.04,1205631.33,4897.41,0,526.91,50018.47,218812.86,0,0,0,0,0
Bristol Bay,Wood,1972,998549.91,0,0,5656.34,327.94,0,0,552271.93,289066.89,5650.17,0,0,81500.39,64076.25,0,0,0,0,0
Bristol Bay,Wood,1973,735060.42,0,0,1899.42,0,38.92,3951.8,60777.28,565465.41,653.44,316.47,0,3925.92,97783.47,248.28,0,0,0,0
Bristol Bay,Wood,1974,2244579.17,0,2468.33,0,0,0,1697.15,1387914.8,438023.65,4461.67,0,4458.88,383877.88,21676.81,0,0,0,0,0
Bristol Bay,Wood,1975,1773846.77,0,1694.57,19060.9,0,0,1706.68,444270.19,1022201.3,10313.05,0,0,179643.39,94956.69,0,0,0,0,0
Bristol Bay,Wood,1976,1711906.97,0,645.22,11222.7,0,0,1244.92,802385.79,643532.14,0,0,0,202944.74,49931.47,0,0,0,0,0
Bristol Bay,Wood,1977,812891.67,0,0,1261.1,0,0,2408.93,233282.45,422944.76,0,0,0,41827.51,111166.93,0,0,0,0,0
Bristol Bay,Wood,1978,4706520.49,0,0,12417.09,0,0,30667.33,3403445.31,1154122.6,34888.9,0,4257.34,44713.57,22008.35,0,0,0,0,0
Bristol Bay,Wood,1979,4185627.69,0,0,0,0,0,1967.11,1796332.41,1924881.35,0,0,0,437456.19,24990.64,0,0,0,0,0
Bristol Bay,Wood,1980,6143341.61,0,0,0,0,0,19300.03,2652958.12,2809723.66,8334.13,0,4012.52,548783.17,100229.98,0,0,0,0,0
Bristol Bay,Wood,1981,6009033.28,0,0,0,0,0,0,1275546.01,3010832.93,7864.48,0,0,617473.49,1097316.37,0,0,0,0,0
Bristol Bay,Wood,1982,4093669.81,0,0,0,0,0,16285.53,1274165.79,2444584.07,9226.85,0,2793.63,55897.77,290716.17,0,0,0,0,0
Bristol Bay,Wood,1983,4106631.48,0,0,0,0,0,0,2360528.69,688659.05,0,0,0,1025110.07,27016.4,3348.95,0,1968.32,0,0
Bristol Bay,Wood,1984,2349711.65,0,0,0,10444.85,0,0,472215.59,1708952.77,13287.76,0,0,31620.18,113190.51,0,0,0,0,0
Bristol Bay,Wood,1985,1527764.22,0,0,0,0,0,3627.67,613921.92,810844.45,1419.31,0,0,72533.63,25417.25,0,0,0,0,0
Bristol Bay,Wood,1986,2106059.95,154.97,0,0,2310.31,0,1358.7,533178.13,1383072,1486.03,0,0,69787.38,114712.43,0,0,0,0,0
Bristol Bay,Wood,1987,3517784.92,0,0,1041.3,0.26,0,381.82,1839382.77,1388422.6,0.04,0,0,125734.28,162821.83,0,0,0,0,0
Bristol Bay,Wood,1988,2000001.52,0,8941.07,0,0,0,1454.52,586695.16,1353389.37,12821.39,0,0,15113.78,21586.23,0,0,0,0,0
Bristol Bay,Wood,1989,3099741.63,0,3187.57,16157.44,1241.34,0,2186.65,1380822.3,1498999.89,2817.9,0,0,80678.96,113649.57,0,0,0,0,0
Bristol Bay,Wood,1990,3195122.87,0,18995.27,31946.71,562.77,0,0,1225883.75,1822593.98,16112.15,0,0,44470.35,34557.89,0,0,0,0,0
Bristol Bay,Wood,1991,4506270.81,0,7723.02,74928.93,1260.7,0,1123.73,1579965.35,2760108.06,3604.71,0,148.42,52691.5,24716.39,0,0,0,0,0
Bristol Bay,Wood,1992,3071689.78,0,2349.19,18867.95,16959.27,0,4109.94,1850506.32,991109.37,20885.22,0,0,87904.72,78154.66,843.13,0,0,0,0
Bristol Bay,Wood,1993,4748131.88,0,5650.68,19840.91,4367.96,0,1442.11,2563487.26,1935323.26,6776.76,0,0,90116.86,121126.07,0,0,0,0,0
Bristol Bay,Wood,1994,3696594.4,0,0,23365.31,0,0,12307.02,1122283.39,2443446.53,12680.17,0,1436.32,23863.73,57211.93,0,0,0,0,0
Bristol Bay,Wood,1995,4938613.22,0,8952.55,8271.05,5426.1,0,1295.23,2739166.73,1824009,2446.6,0,0,301350.52,46746.6,948.85,0,0,0,0
Bristol Bay,Wood,1996,5959843.73,0,13405.28,77658.37,0,0,0,2380885.84,3167633.25,4644.35,0,0,51076.79,264539.85,0,0,0,0,0
Bristol Bay,Wood,1997,3879033.9,0,0,1681.23,6088.1,0,10891.95,1710296.46,1931609,65018.48,911.03,0,85258.56,66659.77,0,0,0,619.32,0
Bristol Bay,Wood,1998,4421017.66,0,418.52,0,4109.08,0,7336.08,2990516.7,1233241.44,0,0,489.36,138580.94,45423.71,132.09,0,769.75,0,0
Bristol Bay,Wood,1999,7403081.02,0,0,0,0,0,0,4452434.94,2383373.96,2587.76,0,0,400065.85,163436.76,1181.74,0,0,0,0
Bristol Bay,Wood,2000,6541118.44,0,0,0,0,0,0,3104643.3,3217087.03,2874.03,0,0,117398.06,99116.02,0,0,0,0,0
Bristol Bay,Wood,2001,4644098.58,0,0,0,0,0,2776.47,204615.17,4383745.45,9319.03,0,0,2900.45,40742.01,0,0,0,0,0
Bristol Bay,Wood,2002,3859721.54,0,1094.58,748.92,0,0,725.25,3038333.54,584427.05,21332.98,0,899.99,194836.39,17322.85,0,0,0,0,0
Bristol Bay,Wood,2003,6233372.18,0,0,0,0,0,4296.86,2291699.74,3535682.5,25529.27,0,447.8,148016.76,227699.24,0,0,0,0,0
Bristol Bay,Wood,2004,6430474.97,0,0,0,0,0,0,3280705.37,2609498.75,5315.46,0,0,399870.91,134874.82,181.15,0,0,28.51,0
Bristol Bay,Wood,2005,5881534.43,0,0,0,0,0,44385.76,2176259.14,3230094.22,8218.89,0,0,112747.79,309514.2,314.43,0,0,0,0
Bristol Bay,Wood,2006,12640215.19,0,0,27855.86,0,0,4139.75,5937283.88,5495801.18,60784.77,0,0,562702.14,550290.44,0,1357.17,0,0,0
Bristol Bay,Wood,2007,7794243.47,0,0,0,0,0,10784.47,5350245.61,2121062.96,13526.84,0,0,236544.5,62043.87,0,0,0,0,35.22
Bristol Bay,Wood,2008,6804843.24,0,0,0,0,0,0,3914076.52,2811164.29,0,0,0,37753,41849.42,0,0,0,0,0
Bristol Bay,Wood,2009,6673678.51,0,0,0,0,0,40677.03,2515742.98,3867602.65,49755.5,0,0,112868.39,87031.96,0,0,0,0,0
Bristol Bay,Wood,2010,8809666.87,0,106.83,405.12,1713.08,0,2505.69,4545899.6,3860079.3,23501.07,0,2333.63,235871.35,137251.2,0,0,0,0,0
Bristol Bay,Wood,2011,4949205.89,0,687.12,0,2356.68,0,0,1466827.18,3188317.58,9697.71,0,0,185856.81,95462.81,0,0,0,0,0
Bristol Bay,Wood,2012,2699118.66,0,0,0,0,0,1790.5,1307145.76,1145264.91,16183.71,0,0,175481.71,52955.2,296.87,0,0,0,0
Bristol Bay,Wood,2013,3286868.26,0,0,0,0,0,41826.11,1383003.79,1776719.85,1275.51,0,1627.17,47806.7,34609.13,0,0,0,0,0
Bristol Bay,Wood,2014,7169894.76,0,0,6300.61,0,0,10412.32,4798046.79,2057086.57,20585.26,0,1237.64,209067.54,67158.03,0,0,0,0,0
Bristol Bay,Wood,2015,5019585.23,0,0,0,0,0,77215.25,2666460.35,1989083.35,0,0,2945.87,214841.86,68012.31,1026.23,0,0,0,0
Bristol Bay,Wood,2016,6384574.63,0,0,4174.59,1229.23,0,207823.49,3133423.1,2859736.75,13532.95,0,0,105680.45,58421.46,552.62,0,0,0,0
Bristol Bay,Wood,2017,11287413.55,0,0,0,0,0,163320.94,9677409.99,1384225.8,1099.2,3882.6,0,56375.81,1099.2,0,0,0,0,0
Bristol Bay,Wood,2018,22680172.71,0,0,3134.83,0,0,0,20246491.97,2368581.27,0,0,3535.26,57516.87,0,0,0,0,912.51,0
Bristol Bay,Wood,2019,12340740.14,0,0,0,0,0,87517.7,8064807.01,3790598.52,75.93,0,4770.94,340940.07,52029.97,0,0,0,0,0
Bristol Bay,Wood,2020,8004914.94,0,0,0,0,0,36289.02,5724076.38,2193179.14,975.11,0,0,38541.97,11853.32,0,0,0,0,0
Bristol Bay,Wood,2021,12670319.95,0,0,0,0,0,8527.02,11139832.21,1013268.72,121,0,3526.4,429452.95,75591.65,0,0,0,0,0
Bristol Bay,Wood,2022,12410175.87,0,0,0,0,0,7208.09,7504564.42,3475376.74,13005.46,0,0,1226114.1,183907.06,0,0,0,0,0
Bristol Bay,Wood,2023,10418936.25,0,0,0,0,0,61995.91,3376878.59,5551956.45,1524.6,0,1337.22,401733.63,1023509.85,0,0,0,0,0
Bristol Bay,Wood,2024,12276225.4,0,0,0,0,0,14682.7,10251697.2,1458592.11,6978.12,0,0,448760.16,95515.09,0,0,0,0,0
Bristol Bay,Wood,2025,9029669.48,0,0,0,0,0,0,5552384.25,3157792.8,96.92,0,0,136000.5,183395.01,0,0,0,0,0
